timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,is_closed
2026-02-07 15:00:00,2020.41,2063.46,2014.38,2052.54,31750.9613,2026-02-07 15:59:59,64890561.934681,354920,14519.1261,29670601.888777,True
2026-02-07 16:00:00,2052.55,2121.7,2009.54,2050.3,389715.086,2026-02-07 16:59:59,802133999.7855849,1262372,194505.5099,400654211.30240494,True
2026-02-07 17:00:00,2050.3,2073.13,2032.96,2061.16,35198.2182,2026-02-07 17:59:59,72210032.253565,386431,16964.1975,34784650.52943,True
2026-02-07 18:00:00,2061.16,2109.66,2059.0,2097.1,57697.364,2026-02-07 18:59:59,120379317.547875,339996,22560.1107,47068290.695441,True
2026-02-07 19:00:00,2097.1,2101.35,2083.74,2091.29,17769.7642,2026-02-07 19:59:59,37180948.441703,195190,6358.4612,13305361.219603,True
2026-02-07 20:00:00,2091.29,2115.0,2084.6,2105.32,22849.0201,2026-02-07 20:59:59,47938739.726484,177420,8906.038,18702660.3164,True
2026-02-07 21:00:00,2105.33,2110.35,2094.46,2100.42,23918.7621,2026-02-07 21:59:59,50289712.41435,187640,7471.0875,15712825.825659,True
2026-02-07 22:00:00,2100.43,2107.56,2087.62,2088.58,12581.7365,2026-02-07 22:59:59,26386741.037156,129834,6117.3433,12833278.61312,True
2026-02-07 23:00:00,2088.58,2095.63,2073.0,2087.08,16375.7828,2026-02-07 23:59:59,34141932.018518,171824,7567.3305,15781878.712369,True
2026-02-08 00:00:00,2087.08,2094.6,2076.86,2084.58,14208.6,2026-02-08 00:59:59,29599875.96472,150267,5446.8768,11348142.864402,True
2026-02-08 01:00:00,2084.58,2097.76,2082.23,2096.35,12761.0853,2026-02-08 01:59:59,26665848.074855,140602,6063.5164,12673672.518681,True
2026-02-08 02:00:00,2096.36,2107.44,2082.48,2088.84,13998.5251,2026-02-08 02:59:59,29317485.752853,160482,6927.9659,14512916.489753,True
2026-02-08 03:00:00,2088.9,2093.29,2077.0,2078.77,14878.0281,2026-02-08 03:59:59,31038077.969722,149603,7531.9321,15716916.719664,True
2026-02-08 04:00:00,2078.78,2090.01,2064.91,2087.72,31811.9607,2026-02-08 04:59:59,66111683.21353,134234,13658.4233,28358788.618483,True
2026-02-08 05:00:00,2087.72,2088.41,2078.76,2084.77,11329.9885,2026-02-08 05:59:59,23615163.108853,93627,6375.4141,13288924.569473,True
2026-02-08 06:00:00,2084.76,2089.1,2077.19,2079.3,8700.9354,2026-02-08 06:59:59,18122009.401585,98686,3657.6501,7618983.961328,True
2026-02-08 07:00:00,2079.3,2084.42,2064.1,2084.41,30059.004,2026-02-08 07:59:59,62329031.016338,144459,9278.3308,19252274.708688,True
2026-02-08 08:00:00,2084.41,2124.55,2078.04,2116.03,31335.0345,2026-02-08 08:59:59,65932211.208943,293076,17725.2393,37282558.412416,True
2026-02-08 09:00:00,2116.04,2123.0,2095.53,2100.55,17224.4959,2026-02-08 09:59:59,36295944.165064,220330,8363.8659,17624076.750736,True
2026-02-08 10:00:00,2100.54,2114.17,2083.41,2096.08,17098.5035,2026-02-08 10:59:59,35852194.649452,195564,7907.9998,16587990.227043,True
2026-02-08 11:00:00,2096.08,2137.57,2094.45,2132.35,27090.5667,2026-02-08 11:59:59,57538638.167884,256512,14940.3368,31738865.517157,True
2026-02-08 12:00:00,2132.36,2145.26,2125.42,2131.43,25674.1248,2026-02-08 12:59:59,54747858.515289,233220,11808.4809,25181869.984374,True
2026-02-08 13:00:00,2131.44,2141.0,2118.39,2126.59,28849.4265,2026-02-08 13:59:59,61399105.558595,225526,14078.4758,29967397.965375,True
2026-02-08 14:00:00,2126.59,2129.49,2116.32,2128.62,13093.6203,2026-02-08 14:59:59,27789839.605015,153578,5361.9042,11381096.484972,True
2026-02-08 15:00:00,2128.61,2130.78,2097.57,2108.64,24592.3278,2026-02-08 15:59:59,51949850.579686,245479,11932.4089,25203048.395291,True
2026-02-08 16:00:00,2108.63,2116.08,2072.8,2080.97,21042.1406,2026-02-08 16:59:59,44101805.395633,229412,8671.576,18185927.554562,True
2026-02-08 17:00:00,2080.96,2099.31,2080.1,2092.13,12984.1554,2026-02-08 17:59:59,27145617.10825,153655,5961.8219,12464904.451242,True
2026-02-08 18:00:00,2092.13,2122.13,2090.69,2109.47,16445.4041,2026-02-08 18:59:59,34654410.678753,157432,7912.3373,16666717.82175,True
2026-02-08 19:00:00,2109.47,2129.73,2107.66,2126.77,10365.0023,2026-02-08 19:59:59,21949984.601095,121660,4649.2755,9847161.426862,True
2026-02-08 20:00:00,2126.79,2127.25,2100.26,2104.59,10698.398,2026-02-08 20:59:59,22608556.379903,132321,4163.7651,8799537.212689,True
2026-02-08 21:00:00,2104.58,2115.1,2090.0,2093.9,13436.2609,2026-02-08 21:59:59,28227085.908559,132764,6017.3831,12646669.624571,True
2026-02-08 22:00:00,2093.91,2112.68,2093.83,2108.43,12301.0252,2026-02-08 22:59:59,25848171.525815,107264,6257.4032,13151026.728539,True
2026-02-08 23:00:00,2108.45,2152.03,2071.6,2089.74,62858.6379,2026-02-08 23:59:59,132528519.308502,449292,33328.3764,70309942.987924,True
2026-02-09 00:00:00,2089.73,2097.2,2076.33,2084.48,21165.0792,2026-02-09 00:59:59,44178603.217598,239369,10817.324,22584308.95671,True
2026-02-09 01:00:00,2084.47,2101.24,2055.01,2070.89,34537.9552,2026-02-09 01:59:59,71618689.093623,284063,17303.6213,35870960.173278,True
2026-02-09 02:00:00,2070.89,2095.52,2065.71,2081.29,17975.8014,2026-02-09 02:59:59,37399469.432592,201552,10907.089,22702656.880301,True
2026-02-09 03:00:00,2081.29,2103.02,2081.29,2100.25,16548.2866,2026-02-09 03:59:59,34604104.968224,198000,9962.8335,20834989.89303,True
2026-02-09 04:00:00,2100.25,2102.03,2086.66,2090.35,11919.6419,2026-02-09 04:59:59,24945323.449331,114533,5073.775,10620657.168152,True
2026-02-09 05:00:00,2090.35,2097.01,2083.75,2095.82,11072.9925,2026-02-09 05:59:59,23145185.674573,104441,6291.9512,13155647.60475,True
2026-02-09 06:00:00,2095.81,2095.82,2072.43,2081.43,23279.3733,2026-02-09 06:59:59,48483918.717303,201810,13133.7853,27359203.228993,True
2026-02-09 07:00:00,2081.43,2087.7,2064.67,2065.74,17690.1536,2026-02-09 07:59:59,36706746.738842,152054,8042.42,16693982.8197,True
2026-02-09 08:00:00,2065.74,2070.21,2034.56,2050.07,35682.2822,2026-02-09 08:59:59,73236555.46125,270975,14996.4297,30775502.514674,True
2026-02-09 09:00:00,2050.02,2057.43,2034.61,2042.27,22439.9144,2026-02-09 09:59:59,45899699.746625,154242,10195.236,20849049.138057,True
2026-02-09 10:00:00,2042.27,2047.32,2013.25,2022.7,32691.4324,2026-02-09 10:59:59,66238119.709579,264907,15249.5441,30892849.373729,True
2026-02-09 11:00:00,2022.7,2036.83,2020.89,2028.23,19415.2339,2026-02-09 11:59:59,39375461.867553,163870,10491.9154,21281127.109933,True
2026-02-09 12:00:00,2028.26,2039.4,2027.53,2035.65,12709.905,2026-02-09 12:59:59,25855420.1127,140203,7041.2012,14324652.245696,True
2026-02-09 13:00:00,2035.65,2050.17,2022.3,2022.52,21963.7855,2026-02-09 13:59:59,44770713.187538,224147,10918.859,22262763.205598,True
