timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,is_closed
2026-07-13 21:30:00,565.1,565.2,563.31,563.95,830.931,2026-07-13 21:44:59,468802.33958,3717,315.199,177863.328,True
2026-07-13 21:45:00,563.95,565.06,563.68,564.86,260.882,2026-07-13 21:59:59,147206.00317,2586,72.912,41146.94981,True
2026-07-13 22:00:00,564.86,566.33,564.69,566.07,382.197,2026-07-13 22:14:59,216273.70013,3767,262.182,148364.73775,True
2026-07-13 22:15:00,566.07,566.48,565.95,566.4,162.321,2026-07-13 22:29:59,91902.54506,1841,57.31,32445.55276,True
2026-07-13 22:30:00,566.4,566.64,565.82,566.06,214.941,2026-07-13 22:44:59,121677.95311,2103,88.418,50047.545,True
2026-07-13 22:45:00,566.07,566.3,565.01,565.31,276.999,2026-07-13 22:59:59,156681.59845,2129,74.64,42214.74452,True
2026-07-13 23:00:00,565.31,565.81,565.09,565.81,405.429,2026-07-13 23:14:59,229219.81438,2048,127.455,72068.1424,True
2026-07-13 23:15:00,565.8,566.96,565.8,566.3,444.172,2026-07-13 23:29:59,251630.04114,3017,217.623,123303.59322,True
2026-07-13 23:30:00,566.3,566.4,566.0,566.12,426.865,2026-07-13 23:44:59,241699.03092,2124,140.403,79491.25918,True
2026-07-13 23:45:00,566.12,567.5,566.09,567.49,349.636,2026-07-13 23:59:59,198261.66329,3239,233.16,132215.41248,True
2026-07-14 00:00:00,567.5,568.64,566.74,568.31,1119.682,2026-07-14 00:14:59,635446.45442,6034,675.389,383344.42994,True
2026-07-14 00:15:00,568.3,568.32,567.6,567.95,187.712,2026-07-14 00:29:59,106615.64758,3289,124.47,70696.27286,True
2026-07-14 00:30:00,567.96,568.86,567.6,567.64,461.204,2026-07-14 00:44:59,262143.54388,3213,301.562,171410.05668,True
2026-07-14 00:45:00,567.65,569.9,567.64,569.28,792.485,2026-07-14 00:59:59,450647.81395,4634,565.54,321568.73267,True
2026-07-14 01:00:00,569.27,569.28,568.61,569.13,467.461,2026-07-14 01:14:59,265969.24469,3164,198.619,112996.16905,True
2026-07-14 01:15:00,569.13,570.57,569.0,569.78,1041.821,2026-07-14 01:29:59,593957.48735,4136,789.83,450290.13783,True
2026-07-14 01:30:00,569.77,569.85,569.0,569.35,783.026,2026-07-14 01:44:59,445826.96757,3620,229.059,130386.65341,True
2026-07-14 01:45:00,569.35,569.96,569.24,569.95,302.412,2026-07-14 01:59:59,172225.79472,2690,170.135,96889.99057,True
2026-07-14 02:00:00,569.95,570.42,569.11,569.11,949.089,2026-07-14 02:14:59,540892.51818,4083,581.933,331659.2607,True
2026-07-14 02:15:00,569.1,569.31,567.57,568.0,953.163,2026-07-14 02:29:59,542106.82412,3723,196.466,111668.16959,True
2026-07-14 02:30:00,567.99,569.43,567.91,569.42,634.511,2026-07-14 02:44:59,360654.21412,4129,354.551,201541.87575,True
2026-07-14 02:45:00,569.42,570.0,569.34,570.0,644.825,2026-07-14 02:59:59,367413.50752,4359,426.178,242826.64791,True
2026-07-14 03:00:00,570.0,570.54,568.65,568.75,1259.827,2026-07-14 03:14:59,717542.44771,5382,374.42,213344.96017,True
2026-07-14 03:15:00,568.74,568.95,568.02,568.67,357.346,2026-07-14 03:29:59,203132.17313,3837,133.061,75635.59386,True
2026-07-14 03:30:00,568.68,569.97,568.47,569.28,395.629,2026-07-14 03:44:59,225171.09276,3827,188.243,107148.34926,True
2026-07-14 03:45:00,569.28,570.25,569.27,569.98,1549.799,2026-07-14 03:59:59,883345.20814,5047,543.503,309736.11526,True
