timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,is_closed
2026-07-13 21:30:00,1760.53,1760.54,1752.59,1756.52,4430.1857,2026-07-13 21:44:59,7777522.493656,34592,2111.725,3706395.487755,True
2026-07-13 21:45:00,1756.52,1762.48,1755.2,1761.68,2473.7859,2026-07-13 21:59:59,4350141.391716,17675,1246.6794,2191732.647691,True
2026-07-13 22:00:00,1761.68,1768.13,1761.4,1766.26,1876.1069,2026-07-13 22:14:59,3311988.099231,21531,980.1497,1730230.80433,True
2026-07-13 22:15:00,1766.26,1768.45,1765.53,1766.09,1009.3113,2026-07-13 22:29:59,1783373.485617,9270,569.8454,1006811.174494,True
2026-07-13 22:30:00,1766.1,1766.82,1762.29,1764.04,940.4059,2026-07-13 22:44:59,1658758.63006,9718,452.3737,797847.714835,True
2026-07-13 22:45:00,1764.04,1764.77,1756.41,1758.5,1663.9369,2026-07-13 22:59:59,2928023.990691,13481,755.5067,1329280.16458,True
2026-07-13 23:00:00,1758.51,1762.2,1756.49,1761.6,1696.1752,2026-07-13 23:14:59,2983503.33947,13711,1063.6265,1870420.873702,True
2026-07-13 23:15:00,1761.6,1770.91,1761.51,1767.51,1811.6703,2026-07-13 23:29:59,3200863.613022,15920,1094.29,1933026.502453,True
2026-07-13 23:30:00,1767.51,1768.89,1765.66,1767.23,1331.4355,2026-07-13 23:44:59,2352965.590591,10829,808.8062,1429304.974731,True
2026-07-13 23:45:00,1767.24,1778.05,1766.77,1776.72,4423.0536,2026-07-13 23:59:59,7848057.343621,32621,2745.3753,4870431.457145,True
2026-07-14 00:00:00,1776.71,1781.99,1773.41,1780.0,2568.247,2026-07-14 00:14:59,4565990.547214,31878,1359.584,2417695.97399,True
2026-07-14 00:15:00,1780.0,1780.99,1776.31,1778.84,1285.483,2026-07-14 00:29:59,2285986.84328,17828,521.2516,926924.157096,True
2026-07-14 00:30:00,1778.85,1783.6,1778.85,1779.35,2223.1639,2026-07-14 00:44:59,3959786.629367,34542,997.8175,1777495.802,True
2026-07-14 00:45:00,1779.35,1788.64,1779.35,1786.02,2376.6831,2026-07-14 00:59:59,4241437.580876,30737,1359.6429,2426628.671163,True
2026-07-14 01:00:00,1786.02,1786.67,1783.96,1785.73,2340.4251,2026-07-14 01:14:59,4177686.926955,28373,1702.5591,3039035.11015,True
2026-07-14 01:15:00,1785.74,1794.47,1784.42,1787.65,4294.8883,2026-07-14 01:29:59,7686657.362089,28083,2388.0601,4274424.754164,True
2026-07-14 01:30:00,1787.65,1788.41,1783.27,1784.36,1244.5985,2026-07-14 01:44:59,2222109.718152,19127,529.3914,945073.733658,True
2026-07-14 01:45:00,1784.37,1786.08,1783.74,1784.84,917.2109,2026-07-14 01:59:59,1637252.046617,17450,547.7322,977709.7961,True
2026-07-14 02:00:00,1784.83,1789.02,1782.8,1783.94,1443.8557,2026-07-14 02:14:59,2578326.796218,24533,720.1052,1286010.756787,True
2026-07-14 02:15:00,1783.93,1784.82,1775.07,1778.05,1788.6982,2026-07-14 02:29:59,3183378.741978,25702,722.8626,1286458.104937,True
2026-07-14 02:30:00,1778.04,1785.55,1778.04,1785.11,1055.9967,2026-07-14 02:44:59,1881632.726213,20187,620.4649,1105596.011304,True
