timestamp,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,is_closed
2026-02-07 15:00:00,634.51,644.14,633.64,642.29,6341.686,2026-02-07 15:59:59,4057731.83095,44922,3708.26,2373356.78784,True
2026-02-07 16:00:00,642.28,650.0,639.11,643.29,59227.277,2026-02-07 16:59:59,38177757.29824,196550,30654.401,19767191.94951,True
2026-02-07 17:00:00,643.29,648.66,640.07,647.49,3824.275,2026-02-07 17:59:59,2466796.03544,29323,2300.592,1484481.21246,True
2026-02-07 18:00:00,647.49,655.51,646.28,652.34,6587.962,2026-02-07 18:59:59,4293699.12563,29350,4279.887,2789230.59488,True
2026-02-07 19:00:00,652.34,653.42,649.56,650.22,4319.836,2026-02-07 19:59:59,2813405.28642,30614,1376.613,896602.3823,True
2026-02-07 20:00:00,650.21,654.0,649.25,653.16,2891.883,2026-02-07 20:59:59,1884350.41562,25599,1267.37,825967.88821,True
2026-02-07 21:00:00,653.2,653.9,649.2,650.08,2447.199,2026-02-07 21:59:59,1593235.4355,15777,1071.301,697704.32874,True
2026-02-07 22:00:00,650.08,651.88,647.82,648.97,1928.545,2026-02-07 22:59:59,1252977.92825,20149,818.879,532141.79636,True
2026-02-07 23:00:00,648.97,649.13,644.08,647.0,2900.93,2026-02-07 23:59:59,1876172.01735,21729,1305.193,844080.02036,True
2026-02-08 00:00:00,647.01,648.66,645.78,647.28,2877.771,2026-02-08 00:59:59,1862612.5804,25626,1817.902,1176715.06521,True
2026-02-08 01:00:00,647.28,650.73,647.05,649.56,2405.048,2026-02-08 01:59:59,1561737.10645,17667,1706.146,1107971.30991,True
2026-02-08 02:00:00,649.56,651.3,645.16,646.85,3705.451,2026-02-08 02:59:59,2402447.7268,22160,1547.072,1003125.11886,True
2026-02-08 03:00:00,646.85,647.51,642.53,642.77,3027.548,2026-02-08 03:59:59,1954807.22866,22723,1071.868,692267.75021,True
2026-02-08 04:00:00,642.77,643.85,640.18,643.85,3058.591,2026-02-08 04:59:59,1963643.08735,26776,1444.797,927635.9742,True
2026-02-08 05:00:00,643.84,644.8,641.9,642.96,1641.556,2026-02-08 05:59:59,1055658.80484,18243,881.336,566731.24458,True
2026-02-08 06:00:00,642.97,644.18,640.36,640.58,3332.683,2026-02-08 06:59:59,2139392.57703,19294,1588.803,1020164.19838,True
2026-02-08 07:00:00,640.58,643.41,639.11,643.22,5563.029,2026-02-08 07:59:59,3565830.98954,36004,3903.394,2502037.70759,True
2026-02-08 08:00:00,643.22,650.84,640.82,650.08,6342.14,2026-02-08 08:59:59,4104823.31927,50075,4053.187,2624030.98902,True
2026-02-08 09:00:00,650.09,650.72,640.57,641.73,11904.829,2026-02-08 09:59:59,7679378.10604,46995,4526.385,2918226.25617,True
2026-02-08 10:00:00,641.74,645.11,637.61,639.62,6206.434,2026-02-08 10:59:59,3977674.38866,44250,3248.231,2081775.46259,True
2026-02-08 11:00:00,639.62,646.27,639.25,645.67,5674.426,2026-02-08 11:59:59,3652308.12532,46594,3286.569,2115412.57419,True
2026-02-08 12:00:00,645.67,646.12,642.48,645.25,6495.359,2026-02-08 12:59:59,4184136.53405,47113,3577.719,2304536.57464,True
2026-02-08 13:00:00,645.18,646.54,641.57,644.98,7317.572,2026-02-08 13:59:59,4710285.44757,45378,3814.608,2456354.49169,True
2026-02-08 14:00:00,644.99,647.17,643.37,646.95,6853.196,2026-02-08 14:59:59,4421854.93364,38559,3041.799,1961852.54793,True
2026-02-08 15:00:00,646.94,648.34,641.04,643.85,5909.888,2026-02-08 15:59:59,3810381.40364,53976,2652.275,1709939.46797,True
2026-02-08 16:00:00,643.85,645.46,632.3,634.94,7179.118,2026-02-08 16:59:59,4585355.30333,51316,3094.465,1978401.83305,True
2026-02-08 17:00:00,634.85,639.92,634.79,639.15,5484.828,2026-02-08 17:59:59,3500663.10945,33479,2666.786,1701703.12078,True
2026-02-08 18:00:00,639.15,649.99,638.95,646.54,6134.385,2026-02-08 18:59:59,3957061.11947,46396,3868.152,2494535.20383,True
2026-02-08 19:00:00,646.54,649.5,645.65,648.58,2638.43,2026-02-08 19:59:59,1707992.20008,26037,1163.157,753297.14978,True
2026-02-08 20:00:00,648.58,648.76,643.21,643.82,2072.764,2026-02-08 20:59:59,1338259.89535,25962,999.26,645139.99078,True
2026-02-08 21:00:00,643.82,646.49,640.23,641.74,1996.372,2026-02-08 21:59:59,1284048.69267,23226,1108.891,713700.28836,True
2026-02-08 22:00:00,641.74,644.71,641.62,643.98,2217.8,2026-02-08 22:59:59,1426271.2527,21187,1029.553,662401.56199,True
2026-02-08 23:00:00,643.97,653.0,636.27,639.93,14132.874,2026-02-08 23:59:59,9099439.89565,79785,7573.791,4882032.76009,True
2026-02-09 00:00:00,639.93,643.2,635.87,639.95,5146.635,2026-02-09 00:59:59,3291960.9668,41605,2573.255,1646232.38363,True
2026-02-09 01:00:00,639.94,643.44,633.81,636.89,6000.325,2026-02-09 01:59:59,3828306.11078,41982,2791.327,1780825.77528,True
2026-02-09 02:00:00,636.89,643.78,635.61,640.3,5561.634,2026-02-09 02:59:59,3563254.65169,31298,3833.434,2457121.60618,True
2026-02-09 03:00:00,640.31,646.15,640.31,645.03,4958.283,2026-02-09 03:59:59,3189320.87411,31758,3170.013,2038530.70018,True
2026-02-09 04:00:00,645.02,645.36,641.59,642.46,2867.616,2026-02-09 04:59:59,1843891.39446,19719,1514.587,973863.73056,True
2026-02-09 05:00:00,642.46,642.46,640.32,641.76,2000.35,2026-02-09 05:59:59,1283077.89125,17804,1159.698,743816.26558,True
2026-02-09 06:00:00,641.77,641.77,633.93,636.0,5840.601,2026-02-09 06:59:59,3714905.16051,33838,2646.555,1683150.14025,True
2026-02-09 07:00:00,636.0,637.48,631.16,632.05,8471.906,2026-02-09 07:59:59,5371750.20158,35415,2817.083,1786928.8164,True
2026-02-09 08:00:00,632.05,633.62,622.29,625.94,12916.953,2026-02-09 08:59:59,8105873.69819,70747,5751.679,3608064.64485,True
2026-02-09 09:00:00,625.94,628.45,623.91,625.22,7109.577,2026-02-09 09:59:59,4450343.61624,54489,3801.703,2380382.96921,True
2026-02-09 10:00:00,625.22,626.66,616.01,618.48,10426.079,2026-02-09 10:59:59,6463733.57604,66333,5077.676,3146890.5578,True
2026-02-09 11:00:00,618.48,623.09,618.47,621.83,8507.069,2026-02-09 11:59:59,5283222.48676,51083,5325.506,3306494.76477,True
2026-02-09 12:00:00,621.84,627.8,621.72,626.98,4710.89,2026-02-09 12:59:59,2948422.51814,30317,2865.573,1793286.9036,True
2026-02-09 13:00:00,626.98,631.25,625.2,625.34,6342.803,2026-02-09 13:59:59,3988715.92543,47810,3300.605,2076225.69469,True
2026-02-09 14:00:00,625.34,631.7,622.0,628.18,10919.931,2026-02-09 14:59:59,6833369.306,83233,6089.973,3810722.30489,True
2026-02-09 15:00:00,628.14,632.5,625.01,631.08,9166.664,2026-02-09 15:59:59,5768996.67336,67817,5026.487,3164495.55956,True
2026-02-09 16:00:00,630.98,638.5,627.18,635.58,8934.254,2026-02-09 16:59:59,5645672.79142,59046,5586.336,3528289.66064,True
2026-02-09 17:00:00,635.59,642.78,632.06,640.3,7893.203,2026-02-09 17:59:59,5034965.00818,62528,4428.449,2826163.22286,True
2026-02-09 18:00:00,640.3,643.47,636.31,640.35,4216.097,2026-02-09 18:59:59,2696300.82889,40117,2273.168,1454281.88638,True
2026-02-09 19:00:00,640.35,642.97,639.11,642.48,3429.481,2026-02-09 19:59:59,2198460.99503,34259,1528.317,979996.88534,True
2026-02-09 20:00:00,642.48,644.07,638.21,640.92,4094.886,2026-02-09 20:59:59,2623288.96554,38625,1806.586,1157842.90923,True
2026-02-09 21:00:00,640.92,641.28,633.44,638.34,4764.164,2026-02-09 21:59:59,3036373.23871,29694,2306.714,1469935.58461,True
2026-02-09 22:00:00,638.34,640.29,637.16,637.94,2596.418,2026-02-09 22:59:59,1658092.00064,21999,1451.803,927182.30236,True
2026-02-09 23:00:00,637.95,639.96,635.87,636.39,1875.422,2026-02-09 23:59:59,1196165.23141,21725,959.432,612003.33987,True
2026-02-10 00:00:00,636.38,638.3,635.68,636.49,2521.442,2026-02-10 00:59:59,1606013.44639,26119,1380.663,879485.10009,True
2026-02-10 01:00:00,636.49,642.0,636.36,640.85,3856.601,2026-02-10 01:59:59,2469238.5792,24188,2475.343,1584825.96805,True
2026-02-10 02:00:00,640.85,641.0,637.28,638.23,2270.46,2026-02-10 02:59:59,1451677.72856,18401,1249.042,798658.57686,True
2026-02-10 03:00:00,638.24,638.84,630.01,633.21,6404.342,2026-02-10 03:59:59,4058772.28569,43530,2659.293,1684935.59378,True
2026-02-10 04:00:00,633.2,638.0,632.93,637.64,3424.698,2026-02-10 04:59:59,2177737.58389,21090,1798.2,1143511.621,True
2026-02-10 05:00:00,637.64,639.51,635.57,637.62,3773.65,2026-02-10 05:59:59,2405006.27165,28825,1871.448,1192708.66122,True
2026-02-10 06:00:00,637.61,638.05,628.4,629.77,9134.74,2026-02-10 06:59:59,5776817.49712,46761,3960.304,2504715.57184,True
2026-02-10 07:00:00,629.77,633.75,629.49,631.75,4979.652,2026-02-10 07:59:59,3145172.89583,31763,2788.127,1760950.19618,True
2026-02-10 08:00:00,631.74,634.05,629.16,633.55,6281.747,2026-02-10 08:59:59,3970285.68641,38028,3646.869,2305536.27643,True
2026-02-10 09:00:00,633.56,635.38,628.02,629.95,19180.137,2026-02-10 09:59:59,12090499.05878,52175,8127.482,5127552.05565,True
2026-02-10 10:00:00,629.95,630.3,626.61,627.14,5224.056,2026-02-10 10:59:59,3282753.10765,31500,2751.455,1728879.67699,True
2026-02-10 11:00:00,627.14,630.46,625.05,626.46,6903.145,2026-02-10 11:59:59,4331566.29832,35749,3567.199,2238937.53057,True
2026-02-10 12:00:00,626.47,628.99,624.66,624.81,9116.154,2026-02-10 12:59:59,5716636.52242,46417,4915.834,3083088.93285,True
2026-02-10 13:00:00,624.82,627.41,623.0,624.95,9959.68,2026-02-10 13:59:59,6226027.94051,64459,5027.192,3142792.55028,True
2026-02-10 14:00:00,624.95,627.19,613.8,617.48,22467.89,2026-02-10 14:59:59,13928805.77958,121944,10415.261,6455416.46077,True
2026-02-10 15:00:00,617.49,622.58,615.33,619.4,11372.394,2026-02-10 15:59:59,7045724.537,79486,6925.829,4290923.3582,True
2026-02-10 16:00:00,619.39,623.49,616.81,621.22,4877.888,2026-02-10 16:59:59,3027340.93461,50719,2593.26,1609470.50224,True
2026-02-10 17:00:00,621.23,625.58,619.14,623.75,4440.802,2026-02-10 17:59:59,2765845.87267,36073,2843.703,1771008.52509,True
2026-02-10 18:00:00,623.75,624.24,613.98,615.85,4693.13,2026-02-10 18:59:59,2899185.49452,40910,2433.893,1503553.36911,True
2026-02-10 19:00:00,615.84,619.28,614.12,617.29,4204.144,2026-02-10 19:59:59,2590842.54935,29876,2270.514,1399154.4173,True
2026-02-10 20:00:00,617.28,618.95,615.5,617.92,1820.663,2026-02-10 20:59:59,1123658.98533,16801,904.206,558085.04402,True
2026-02-10 21:00:00,617.93,619.47,614.43,616.06,2669.385,2026-02-10 21:59:59,1645501.08755,18210,1128.569,695412.58025,True
2026-02-10 22:00:00,616.06,619.87,616.06,619.23,1971.902,2026-02-10 22:59:59,1218657.63179,14525,1108.931,685408.02755,True
2026-02-10 23:00:00,619.23,620.47,617.89,619.85,2000.568,2026-02-10 23:59:59,1239074.69898,13644,897.552,555870.20831,True
2026-02-11 00:00:00,619.85,623.35,619.49,622.75,2781.676,2026-02-11 00:59:59,1727762.76046,18193,1257.653,781303.80716,True
2026-02-11 01:00:00,622.74,623.23,620.23,620.73,2050.996,2026-02-11 01:59:59,1274484.69286,16182,958.237,595460.68464,True
2026-02-11 02:00:00,620.73,624.14,620.01,620.03,2329.447,2026-02-11 02:59:59,1449424.30511,18669,1085.34,675468.08824,True
2026-02-11 03:00:00,620.04,620.63,615.34,617.49,3947.836,2026-02-11 03:59:59,2440538.78798,25785,2173.103,1343021.49613,True
2026-02-11 04:00:00,617.49,618.69,609.37,610.68,11236.124,2026-02-11 04:59:59,6886863.97307,44604,4982.022,3055099.90147,True
2026-02-11 05:00:00,610.69,612.79,607.49,608.3,5739.735,2026-02-11 05:59:59,3502186.66728,29022,2140.204,1305561.1066,True
